"ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"10256","William Bruce ""Bill"" Bentsen","M","42.0","180.0","75.0","United States","USA","1972 Summer","1972","Summer","Munich","Sailing","Sailing Mixed Three Person Keelboat","Gold"
"10257","Joseph ""Gunnar"" Bentz","M","20.0","196.0","84.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"10337","Richard ""Ricky"" Berens","M","20.0","188.0","93.0","United States","USA","2008 Summer","2008","Summer","Beijing","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"10337","Richard ""Ricky"" Berens","M","24.0","188.0","93.0","United States","USA","2012 Summer","2012","Summer","London","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"10389","Laura Kay Berg","F","21.0","168.0","61.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Softball","Softball Women's Softball","Gold"
"10389","Laura Kay Berg","F","25.0","168.0","61.0","United States","USA","2000 Summer","2000","Summer","Sydney","Softball","Softball Women's Softball","Gold"
"10389","Laura Kay Berg","F","29.0","168.0","61.0","United States","USA","2004 Summer","2004","Summer","Athina","Softball","Softball Women's Softball","Gold"
"10448","Isaac ""Ike"" Berger","M","20.0","157.0","59.5","United States","USA","1956 Summer","1956","Summer","Melbourne","Weightlifting","Weightlifting Men's Featherweight","Gold"
"10464","Samuel ""Sam"" Berger","M","19.0","188.0","82.0","United States","USA","1904 Summer","1904","Summer","St. Louis","Boxing","Boxing Men's Heavyweight","Gold"
"10539","Eric Bergoust","M","28.0","183.0","77.0","United States","USA","1998 Winter","1998","Winter","Nagano","Freestyle Skiing","Freestyle Skiing Men's Aerials","Gold"
"10618","David Charles ""Dave"" Berkoff","M","21.0","175.0","70.0","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"10618","David Charles ""Dave"" Berkoff","M","25.0","175.0","70.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"10654","Tell Schirnding Berna","M","20.0","188.0","70.0","United States","USA","1912 Summer","1912","Summer","Stockholm","Athletics","Athletics Men's 3,000 metres, Team","Gold"
"10937","Ryan Thomas Berube","M","22.0","180.0","68.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"10944","Aldis Imants Berzins","M","27.0","188.0","79.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Volleyball","Volleyball Men's Volleyball","Gold"
"11146","Jamie Lynn Beyerle-Gray (-Corkish)","F","28.0","157.0","55.0","United States","USA","2012 Summer","2012","Summer","London","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres","Gold"
"11275","Suzannah Bianco","F","23.0","165.0","52.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Synchronized Swimming","Synchronized Swimming Women's Team","Gold"
"11296","John Edward Biby, Jr.","M","20.0","","","Angelita","USA","1932 Summer","1932","Summer","Los Angeles","Sailing","Sailing Mixed 8 metres","Gold"
"11424","Jerome Cousins Biffle","M","24.0","184.0","79.0","United States","USA","1952 Summer","1952","Summer","Helsinki","Athletics","Athletics Men's Long Jump","Gold"
"11432","Tyrell Biggs","M","23.0","195.0","99.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Boxing","Boxing Men's Super-Heavyweight","Gold"
"11495","Simone Arianne Biles","F","19.0","143.0","47.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Gymnastics","Gymnastics Women's Individual All-Around","Gold"
"11495","Simone Arianne Biles","F","19.0","143.0","47.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Gymnastics","Gymnastics Women's Team All-Around","Gold"
"11495","Simone Arianne Biles","F","19.0","143.0","47.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Gymnastics","Gymnastics Women's Floor Exercise","Gold"
"11495","Simone Arianne Biles","F","19.0","143.0","47.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Gymnastics","Gymnastics Women's Horse Vault","Gold"
"11524","Charles W. Billings","M","45.0","","","United States","USA","1912 Summer","1912","Summer","Stockholm","Shooting","Shooting Men's Trap, Team","Gold"
"11642","Matthew Nicholas ""Matt"" Biondi","M","18.0","200.0","95.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"11642","Matthew Nicholas ""Matt"" Biondi","M","22.0","200.0","95.0","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Men's 50 metres Freestyle","Gold"
"11642","Matthew Nicholas ""Matt"" Biondi","M","22.0","200.0","95.0","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Men's 100 metres Freestyle","Gold"
"11642","Matthew Nicholas ""Matt"" Biondi","M","22.0","200.0","95.0","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"11642","Matthew Nicholas ""Matt"" Biondi","M","22.0","200.0","95.0","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"11642","Matthew Nicholas ""Matt"" Biondi","M","22.0","200.0","95.0","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"11642","Matthew Nicholas ""Matt"" Biondi","M","26.0","200.0","95.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"11642","Matthew Nicholas ""Matt"" Biondi","M","26.0","200.0","95.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"11668","Larry Joe Bird","M","35.0","205.0","100.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Basketball","Basketball Men's Basketball","Gold"
"11671","Suzanne Brigit ""Sue"" Bird","F","23.0","175.0","66.0","United States","USA","2004 Summer","2004","Summer","Athina","Basketball","Basketball Women's Basketball","Gold"
"11671","Suzanne Brigit ""Sue"" Bird","F","27.0","175.0","66.0","United States","USA","2008 Summer","2008","Summer","Beijing","Basketball","Basketball Women's Basketball","Gold"
"11671","Suzanne Brigit ""Sue"" Bird","F","31.0","175.0","66.0","United States","USA","2012 Summer","2012","Summer","London","Basketball","Basketball Women's Basketball","Gold"
"11671","Suzanne Brigit ""Sue"" Bird","F","35.0","175.0","66.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Basketball","Basketball Women's Basketball","Gold"
"11790","Ralph English Bishop","M","20.0","193.0","86.0","United States","USA","1936 Summer","1936","Summer","Berlin","Basketball","Basketball Men's Basketball","Gold"
"11867","Dallas Denver Bixler","M","22.0","","","United States","USA","1932 Summer","1932","Summer","Los Angeles","Gymnastics","Gymnastics Men's Horizontal Bar","Gold"
"11982","Kimberly A. ""Kim"" Black","F","21.0","168.0","60.0","United States","USA","2000 Summer","2000","Summer","Sydney","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","Gold"
"11983","Lawrence Jeffery ""Larry"" Black","M","21.0","186.0","80.0","United States","USA","1972 Summer","1972","Summer","Munich","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"12048","Alana Olga Blahoski","F","23.0","170.0","57.0","United States","USA","1998 Winter","1998","Winter","Nagano","Ice Hockey","Ice Hockey Women's Ice Hockey","Gold"
"12054","Bonnie Kathleen Blair (-Cruikshank)","F","23.0","165.0","59.0","United States","USA","1988 Winter","1988","Winter","Calgary","Speed Skating","Speed Skating Women's 500 metres","Gold"
"12054","Bonnie Kathleen Blair (-Cruikshank)","F","27.0","165.0","59.0","United States","USA","1992 Winter","1992","Winter","Albertville","Speed Skating","Speed Skating Women's 500 metres","Gold"
"12054","Bonnie Kathleen Blair (-Cruikshank)","F","27.0","165.0","59.0","United States","USA","1992 Winter","1992","Winter","Albertville","Speed Skating","Speed Skating Women's 1,000 metres","Gold"
"12054","Bonnie Kathleen Blair (-Cruikshank)","F","29.0","165.0","59.0","United States","USA","1994 Winter","1994","Winter","Lillehammer","Speed Skating","Speed Skating Women's 500 metres","Gold"
"12054","Bonnie Kathleen Blair (-Cruikshank)","F","29.0","165.0","59.0","United States","USA","1994 Winter","1994","Winter","Lillehammer","Speed Skating","Speed Skating Women's 1,000 metres","Gold"
"12056","James Howard ""Jim"" Blair","M","22.0","183.0","76.0","United States","USA","1932 Summer","1932","Summer","Los Angeles","Rowing","Rowing Men's Coxed Eights","Gold"
"12058","Lee Everett Blair","M","20.0","","","United States","USA","1932 Summer","1932","Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Drawings And Water Colors","Gold"
"12146","Harriet Claiborne Bland (-Green)","F","21.0","163.0","50.0","United States","USA","1936 Summer","1936","Summer","Berlin","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"12170","Dain J. Blanton","M","28.0","190.0","92.0","United States-1","USA","2000 Summer","2000","Summer","Sydney","Beach Volleyball","Beach Volleyball Men's Beach Volleyball","Gold"
"12200","Jeffrey Carl ""Jeff"" Blatnick","M","27.0","189.0","120.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Wrestling","Wrestling Men's Super-Heavyweight, Greco-Roman","Gold"
"12248","Ethelda Marguerite Bleibtrey (-Schlatke)","F","18.0","","","United States","USA","1920 Summer","1920","Summer","Antwerpen","Swimming","Swimming Women's 100 metres Freestyle","Gold"
"12248","Ethelda Marguerite Bleibtrey (-Schlatke)","F","18.0","","","United States","USA","1920 Summer","1920","Summer","Antwerpen","Swimming","Swimming Women's 300 metres Freestyle","Gold"
"12248","Ethelda Marguerite Bleibtrey (-Schlatke)","F","18.0","","","United States","USA","1920 Summer","1920","Summer","Antwerpen","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"12257","Donald Franklin ""Don"" Blessing","M","22.0","172.0","54.0","United States","USA","1928 Summer","1928","Summer","Amsterdam","Rowing","Rowing Men's Coxed Eights","Gold"
"12269","Richard Adolph ""Dick"" Blick","M","20.0","195.0","87.0","United States","USA","1960 Summer","1960","Summer","Roma","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"12377","Douglas Morlan ""Doug"" Blubaugh","M","25.0","170.0","73.0","United States","USA","1960 Summer","1960","Summer","Roma","Wrestling","Wrestling Men's Welterweight, Freestyle","Gold"
"12755","Philip George ""Phil"" Boggs","M","26.0","165.0","59.0","United States","USA","1976 Summer","1976","Summer","Montreal","Diving","Diving Men's Springboard","Gold"
"12766","Wendy Lou Lansbach Boglioli","F","21.0","180.0","64.0","United States","USA","1976 Summer","1976","Summer","Montreal","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"12885","Brian Anthony Boitano","M","24.0","180.0","75.0","United States","USA","1988 Winter","1988","Winter","Calgary","Figure Skating","Figure Skating Men's Singles","Gold"
"12941","Jeanette Bolden","F","24.0","174.0","65.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"12966","John Keith Boles","M","36.0","","","United States","USA","1924 Summer","1924","Summer","Paris","Shooting","Shooting Men's Running Target, Single Shot","Gold"
"13042","Alice Ruth ""Ruthie"" Bolton-Holifield","F","29.0","173.0","68.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Basketball","Basketball Women's Basketball","Gold"
"13042","Alice Ruth ""Ruthie"" Bolton-Holifield","F","33.0","173.0","68.0","United States","USA","2000 Summer","2000","Summer","Sydney","Basketball","Basketball Women's Basketball","Gold"
"13197","George Valentine Bonhag","M","24.0","179.0","60.0","United States","USA","1906 Summer","1906","Summer","Athina","Athletics","Athletics Men's 1,500 metres Walk","Gold"
"13197","George Valentine Bonhag","M","30.0","179.0","60.0","United States","USA","1912 Summer","1912","Summer","Stockholm","Athletics","Athletics Men's 3,000 metres, Team","Gold"
"13290","Horace Robert Bonser","M","33.0","187.0","","United States","USA","1920 Summer","1920","Summer","Antwerpen","Shooting","Shooting Men's Trap, Team","Gold"
"13302","Ronald Yngve ""Ron"" Bontemps","M","25.0","188.0","79.0","United States","USA","1952 Summer","1952","Summer","Helsinki","Basketball","Basketball Men's Basketball","Gold"
"13369","Rachel Kristine Bootsma","F","18.0","173.0","66.0","United States","USA","2012 Summer","2012","Summer","London","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
"13371","Robert Lewis ""Bob"" Boozer","M","23.0","203.0","99.0","United States","USA","1960 Summer","1960","Summer","Roma","Basketball","Basketball Men's Basketball","Gold"
"13372","Carlos Austin Boozer, Jr.","M","26.0","206.0","117.0","United States","USA","2008 Summer","2008","Summer","Beijing","Basketball","Basketball Men's Basketball","Gold"
"13387","Charles Edward ""Charley"" Borah","M","22.0","178.0","68.0","United States","USA","1928 Summer","1928","Summer","Amsterdam","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"13419","Amanda Kathleen Borden (-Cochran)","F","19.0","","","United States","USA","1996 Summer","1996","Summer","Atlanta","Gymnastics","Gymnastics Women's Team All-Around","Gold"
"13422","Patrick Lance ""Pat"" Borders","M","37.0","185.0","91.0","United States","USA","2000 Summer","2000","Summer","Sydney","Baseball","Baseball Men's Baseball","Gold"
"13682","Vincent Joseph ""Vince"" Boryla","M","21.0","195.0","95.0","United States","USA","1948 Summer","1948","Summer","London","Basketball","Basketball Men's Basketball","Gold"
"13739","Christopher Wesson ""Chris"" Bosh","M","24.0","208.0","104.0","United States","USA","2008 Summer","2008","Summer","Beijing","Basketball","Basketball Men's Basketball","Gold"
"13797","Ralph Harold Boston","M","21.0","187.0","74.0","United States","USA","1960 Summer","1960","Summer","Roma","Athletics","Athletics Men's Long Jump","Gold"
"13802","Catherine La Ora ""Cathy"" Boswell","F","21.0","183.0","78.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Basketball","Basketball Women's Basketball","Gold"
"13854","Molly Ray Botkin (-Rossiter, -Trees)","F","16.0","173.0","61.0","United States","USA","1960 Summer","1960","Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"13860","Elizabeth Anne ""Beth"" Botsford","F","15.0","165.0","49.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Swimming","Swimming Women's 100 metres Backstroke","Gold"
"13860","Elizabeth Anne ""Beth"" Botsford","F","15.0","165.0","49.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
"13882","Joseph Stuart ""Joe"" Bottom","M","21.0","194.0","87.0","United States","USA","1976 Summer","1976","Summer","Montreal","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"13969","David Alasdair Boudia","M","23.0","175.0","73.0","United States","USA","2012 Summer","2012","Summer","London","Diving","Diving Men's Platform","Gold"
"14128","Clifford Frederick ""Cliff"" Bourland","M","27.0","183.0","75.0","United States","USA","1948 Summer","1948","Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"14153","Richard James ""Dick"" Boushka","M","22.0","195.0","95.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Basketball","Basketball Men's Basketball","Gold"
"14253","Carol Ann Bower","F","28.0","172.0","74.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Rowing","Rowing Women's Coxed Eights","Gold"
"14266","Frentorish ""Tori"" Bowie","F","25.0","175.0","58.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"14276","Maddison Michelle ""Maddie"" Bowman","F","20.0","155.0","63.0","United States","USA","2014 Winter","2014","Winter","Sochi","Freestyle Skiing","Freestyle Skiing Women's Halfpipe","Gold"
"14298","Gillian Dewey Boxx","F","22.0","170.0","","United States","USA","1996 Summer","1996","Summer","Atlanta","Softball","Softball Women's Softball","Gold"
"14299","Shannon Leigh Boxx","F","27.0","172.0","67.0","United States","USA","2004 Summer","2004","Summer","Athina","Football","Football Women's Football","Gold"
"14299","Shannon Leigh Boxx","F","31.0","172.0","67.0","United States","USA","2008 Summer","2008","Summer","Beijing","Football","Football Women's Football","Gold"
"14299","Shannon Leigh Boxx","F","35.0","172.0","67.0","United States","USA","2012 Summer","2012","Summer","London","Football","Football Women's Football","Gold"
"14332","James Felton ""Jim"" Boyd","M","25.0","180.0","79.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Boxing","Boxing Men's Light-Heavyweight","Gold"
"14484","Raymond Cope ""Ray"" Bracken","M","29.0","","","United States","USA","1920 Summer","1920","Summer","Antwerpen","Shooting","Shooting Men's Free Pistol, 50 metres, Team","Gold"
"14504","William Warren ""Bill"" Bradley","M","21.0","196.0","93.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Basketball","Basketball Men's Basketball","Gold"
"14517","Benjamin Joseph ""Ben"" Bradshaw","M","24.0","","","United States","USA","1904 Summer","1904","Summer","St. Louis","Wrestling","Wrestling Men's Featherweight, Freestyle","Gold"
"14544","Donald George ""Don"" Bragg","M","25.0","190.0","89.0","United States","USA","1960 Summer","1960","Summer","Roma","Athletics","Athletics Men's Pole Vault","Gold"
"14617","Glen Jenson Brand","M","24.0","","","United States","USA","1948 Summer","1948","Summer","London","Wrestling","Wrestling Men's Middleweight, Freestyle","Gold"
"14654","Thomas Nelson ""Tom"" Brands, II","M","28.0","165.0","62.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Wrestling","Wrestling Men's Featherweight, Freestyle","Gold"
"14738","David Hey Bratton","M","","","","New York Athletic Club-1","USA","1904 Summer","1904","Summer","St. Louis","Water Polo","Water Polo Men's Water Polo","Gold"
"14905","Mark Anthony Breland","M","21.0","190.0","67.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Boxing","Boxing Men's Welterweight","Gold"
"15001","Derrick Keith Brew","M","26.0","185.0","81.0","United States","USA","2004 Summer","2004","Summer","Athina","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"15017","Ralph Theodore Breyer","M","20.0","180.0","","United States","USA","1924 Summer","1924","Summer","Paris","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"15051","Erika Eloise Bricker (-Holderith)","F","15.0","175.0","64.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"15064","Bradley Michael ""Brad"" Bridgewater","M","23.0","190.0","84.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Swimming","Swimming Men's 200 metres Backstroke","Gold"
"15085","Allan Lindsay Briggs","M","39.0","","","United States","USA","1912 Summer","1912","Summer","Stockholm","Shooting","Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team","Gold"
"15118","John Manning ""Jack"" Brinck","M","19.0","189.0","83.0","United States","USA","1928 Summer","1928","Summer","Amsterdam","Rowing","Rowing Men's Coxed Eights","Gold"
"15151","Valerie Ann Brisco-Hooks","F","24.0","170.0","62.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Athletics","Athletics Women's 200 metres","Gold"
"15151","Valerie Ann Brisco-Hooks","F","24.0","170.0","62.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Athletics","Athletics Women's 400 metres","Gold"
"15151","Valerie Ann Brisco-Hooks","F","24.0","170.0","62.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"15309","Kenneth L. ""Kenny"" Brokenburr","M","31.0","179.0","77.0","United States","USA","2000 Summer","2000","Summer","Sydney","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"15386","Nathan Eugene ""Nate"" Brooks","M","18.0","","","United States","USA","1952 Summer","1952","Summer","Helsinki","Boxing","Boxing Men's Flyweight","Gold"
"15423","Neal LaMoy Broten","M","20.0","175.0","70.0","United States","USA","1980 Winter","1980","Winter","Lake Placid","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"15463","Alice Regina Brown (-Harris)","F","23.0","159.0","59.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"15463","Alice Regina Brown (-Harris)","F","27.0","159.0","59.0","United States","USA","1988 Summer","1988","Summer","Seoul","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"15473","Benjamin Gene ""Benny"" Brown","M","22.0","180.0","74.0","United States","USA","1976 Summer","1976","Summer","Montreal","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"15491","Cynthia Louise ""Cindy"" Brown","F","23.0","188.0","75.0","United States","USA","1988 Summer","1988","Summer","Seoul","Basketball","Basketball Women's Basketball","Gold"
"15503","David Preston ""Dave"" Brown","M","20.0","","","United States","USA","1948 Summer","1948","Summer","London","Rowing","Rowing Men's Coxed Eights","Gold"
"15529","Horace Hallock ""Hal"" Brown","M","22.0","172.0","66.0","United States","USA","1920 Summer","1920","Summer","Antwerpen","Athletics","Athletics Men's 3,000 metres, Team","Gold"
"15535","Ivan Elmore Brown","M","27.0","","","United States-1","USA","1936 Winter","1936","Winter","Garmisch-Partenkirchen","Bobsleigh","Bobsleigh Men's Two","Gold"
"15555","Lawrence Harvey ""Larry"" Brown","M","24.0","178.0","73.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Basketball","Basketball Men's Basketball","Gold"
"15580","Ronald James ""Ron"" Brown","M","23.0","180.0","84.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"15605","Elizabeth ""Lisa"" Brown-Miller","F","31.0","155.0","57.0","United States","USA","1998 Winter","1998","Winter","Nagano","Ice Hockey","Ice Hockey Women's Ice Hockey","Gold"
"15606","Stephanie Karenmonica Brown-Trafton","F","28.0","193.0","100.0","United States","USA","2008 Summer","2008","Summer","Beijing","Athletics","Athletics Women's Discus Throw","Gold"
"15625","David Greig ""Skippy"" Browning, Jr.","M","21.0","","","United States","USA","1952 Summer","1952","Summer","Helsinki","Diving","Diving Men's Springboard","Gold"
"15666","Thomas Edwin ""Tom"" Bruce","M","20.0","183.0","73.0","United States","USA","1972 Summer","1972","Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"15755","Jennifer Lyn Brundage","F","27.0","167.0","74.0","United States","USA","2000 Summer","2000","Summer","Sydney","Softball","Softball Women's Softball","Gold"
"15763","Michael Lee ""Mike"" Bruner","M","19.0","179.0","73.0","United States","USA","1976 Summer","1976","Summer","Montreal","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"15763","Michael Lee ""Mike"" Bruner","M","19.0","179.0","73.0","United States","USA","1976 Summer","1976","Summer","Montreal","Swimming","Swimming Men's 200 metres Butterfly","Gold"
"15880","Robert Charles ""Bob"" Bryan","M","34.0","193.0","92.0","United States-1","USA","2012 Summer","2012","Summer","London","Tennis","Tennis Men's Doubles","Gold"
"15882","Michael Carl ""Mike"" Bryan","M","34.0","191.0","87.0","United States-1","USA","2012 Summer","2012","Summer","London","Tennis","Tennis Men's Doubles","Gold"
"15891","Kobe Bean Bryant","M","29.0","198.0","100.0","United States","USA","2008 Summer","2008","Summer","Beijing","Basketball","Basketball Men's Basketball","Gold"
"15891","Kobe Bean Bryant","M","33.0","198.0","100.0","United States","USA","2012 Summer","2012","Summer","London","Basketball","Basketball Men's Basketball","Gold"
"15893","George Philip ""Phil"" Bryant","M","26.0","","","United States","USA","1904 Summer","1904","Summer","St. Louis","Archery","Archery Men's Double American Round","Gold"
"15893","George Philip ""Phil"" Bryant","M","26.0","","","United States","USA","1904 Summer","1904","Summer","St. Louis","Archery","Archery Men's Double York Round","Gold"
"16004","William Carl Buchan","M","27.0","195.0","89.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Sailing","Sailing Mixed Two Person Heavyweight Dinghy","Gold"
"16005","William Earl Buchan, Sr.","M","49.0","190.0","95.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Sailing","Sailing Mixed Two Person Keelboat","Gold"
"16076","Craig Werner Buck","M","25.0","203.0","93.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Volleyball","Volleyball Men's Volleyball","Gold"
"16076","Craig Werner Buck","M","30.0","203.0","93.0","United States","USA","1988 Summer","1988","Summer","Seoul","Volleyball","Volleyball Men's Volleyball","Gold"
"16109","William Quinn Buckner","M","21.0","190.0","92.0","United States","USA","1976 Summer","1976","Summer","Montreal","Basketball","Basketball Men's Basketball","Gold"
"16138","Harold Boyce Budd, Jr.","M","25.0","191.0","93.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Rowing","Rowing Men's Coxed Eights","Gold"
"16173","Rachel Marie Buehler (-Van Hollebeke)","F","22.0","165.0","65.0","United States","USA","2008 Summer","2008","Summer","Beijing","Football","Football Women's Football","Gold"
"16173","Rachel Marie Buehler (-Van Hollebeke)","F","26.0","165.0","65.0","United States","USA","2012 Summer","2012","Summer","London","Football","Football Women's Football","Gold"
"16382","Victoria Andrea ""Vicky"" Bullett","F","20.0","190.0","62.0","United States","USA","1988 Summer","1988","Summer","Seoul","Basketball","Basketball Women's Basketball","Gold"
"16495","Cornelius Lonzo Burdette","M","33.0","","","United States","USA","1912 Summer","1912","Summer","Stockholm","Shooting","Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team","Gold"
"16611","Lynn Edythe Burke (-McConville)","F","17.0","173.0","61.0","United States","USA","1960 Summer","1960","Summer","Roma","Swimming","Swimming Women's 100 metres Backstroke","Gold"
"16611","Lynn Edythe Burke (-McConville)","F","17.0","173.0","61.0","United States","USA","1960 Summer","1960","Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
"16616","Thomas Edmund ""Tom"" Burke","M","21.0","183.0","66.0","United States","USA","1896 Summer","1896","Summer","Athina","Athletics","Athletics Men's 100 metres","Gold"
"16616","Thomas Edmund ""Tom"" Burke","M","21.0","183.0","66.0","United States","USA","1896 Summer","1896","Summer","Athina","Athletics","Athletics Men's 400 metres","Gold"
"16663","Alphonse Adolph Burnand, Jr.","M","36.0","","","Angelita","USA","1932 Summer","1932","Summer","Los Angeles","Sailing","Sailing Mixed 8 metres","Gold"
"16685","Kevin Lobdell Burnham","M","47.0","185.0","70.0","United States","USA","2004 Summer","2004","Summer","Athina","Sailing","Sailing Men's Two Person Dinghy","Gold"
"16717","Leslie Michele Burr-Howard (-Leneghan-)","F","27.0","167.0","55.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Equestrianism","Equestrianism Mixed Jumping, Team","Gold"
"16721","Leroy Russell Burrell","M","25.0","183.0","82.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"16733","Jordan Ernest Burroughs","M","24.0","171.0","79.0","United States","USA","2012 Summer","2012","Summer","London","Wrestling","Wrestling Men's Middleweight, Freestyle","Gold"
"16734","Sean Patrick Burroughs","M","20.0","188.0","91.0","United States","USA","2000 Summer","2000","Summer","Sydney","Baseball","Baseball Men's Baseball","Gold"
"16769","Michael Jay ""Mike"" Burton","M","21.0","175.0","70.0","United States","USA","1968 Summer","1968","Summer","Mexico City","Swimming","Swimming Men's 400 metres Freestyle","Gold"
"16769","Michael Jay ""Mike"" Burton","M","21.0","175.0","70.0","United States","USA","1968 Summer","1968","Summer","Mexico City","Swimming","Swimming Men's 1,500 metres Freestyle","Gold"
"16769","Michael Jay ""Mike"" Burton","M","25.0","175.0","70.0","United States","USA","1972 Summer","1972","Summer","Munich","Swimming","Swimming Men's 1,500 metres Freestyle","Gold"
